Date,Time,State,Group,Unit,Sales
18-Oct-20, Afternoon,NY, Kids,23,57500
18-Oct-20, Afternoon,NY, Men,31,77500
18-Oct-20, Afternoon,NY, Women,40,100000
18-Oct-20, Afternoon,NY, Seniors,39,97500
18-Oct-20, Evening,NY, Kids,27,67500
18-Oct-20, Evening,NY, Men,29,72500
18-Oct-20, Evening,NY, Women,32,80000
18-Oct-20, Evening,NY, Seniors,15,37500
18-Oct-20, Morning,TX, Kids,4,10000
18-Oct-20, Morning,TX, Men,11,27500
18-Oct-20, Morning,TX, Women,3,7500
18-Oct-20, Morning,TX, Seniors,8,20000
18-Oct-20, Afternoon,TX, Kids,13,32500
18-Oct-20, Afternoon,TX, Men,14,35000
18-Oct-20, Afternoon,TX, Women,4,10000
18-Oct-20, Afternoon,TX, Seniors,12,30000
18-Oct-20, Evening,TX, Kids,5,12500
18-Oct-20, Evening,TX, Men,14,35000
18-Oct-20, Evening,TX, Women,10,25000
18-Oct-20, Evening,TX, Seniors,9,22500
19-Oct-20, Morning, WA, Kids,6,15000
19-Oct-20, Morning, WA, Men,9,22500
19-Oct-20, Morning, WA, Women,6,15000
19-Oct-20, Morning, WA, Seniors,7,17500
19-Oct-20, Afternoon, WA, Kids,10,25000
19-Oct-20, Afternoon, WA, Men,15,37500
19-Oct-20, Afternoon, WA, Women,8,20000
19-Oct-20, Afternoon, WA, Seniors,12,30000
19-Oct-20, Evening, WA, Kids,12,30000
19-Oct-20, Evening, WA, Men,10,25000
19-Oct-20, Evening, WA, Women,5,12500
19-Oct-20, Evening, WA, Seniors,12,30000
19-Oct-20, Morning,AZ, Kids,10,25000
19-Oct-20, Morning,AZ, Men,13,32500
19-Oct-20, Morning,AZ, Women,3,7500
19-Oct-20, Morning,AZ, Seniors,8,20000
19-Oct-20, Afternoon,AZ, Kids,13,32500
19-Oct-20, Afternoon,AZ, Men,6,15000
19-Oct-20, Afternoon,AZ, Women,8,20000
19-Oct-20, Afternoon,AZ, Seniors,13,32500
19-Oct-20, Evening,AZ, Kids,14,35000
19-Oct-20, Evening,AZ, Men,4,10000
19-Oct-20, Evening,AZ, Women,8,20000
19-Oct-20, Evening,AZ, Seniors,11,27500
19-Oct-20, Morning,FL, Kids,26,65000
19-Oct-20, Morning,FL, Men,35,87500
19-Oct-20, Morning,FL, Women,26,65000
19-Oct-20, Morning,FL, Seniors,20,50000
19-Oct-20, Afternoon,FL, Kids,33,82500
19-Oct-20, Afternoon,FL, Men,12,30000
19-Oct-20, Afternoon,FL, Women,34,85000
19-Oct-20, Afternoon,FL, Seniors,31,77500
19-Oct-20, Evening,FL, Kids,13,32500
19-Oct-20, Evening,FL, Men,29,72500
19-Oct-20, Evening,FL, Women,17,42500
19-Oct-20, Evening,FL, Seniors,20,50000
19-Oct-20, Morning,KY, Kids,49,122500
19-Oct-20, Morning,KY, Men,35,87500
19-Oct-20, Morning,KY, Women,34,85000
19-Oct-20, Morning,KY, Seniors,42,105000
19-Oct-20, Afternoon,KY, Kids,40,100000
19-Oct-20, Afternoon,KY, Men,38,95000
19-Oct-20, Afternoon,KY, Women,42,105000
19-Oct-20, Afternoon,KY, Seniors,39,97500
19-Oct-20, Evening,KY, Kids,39,97500
19-Oct-20, Evening,KY, Men,33,82500
19-Oct-20, Evening,KY, Women,41,102500
19-Oct-20, Evening,KY, Seniors,37,92500
19-Oct-20, Morning,CA, Kids,16,40000
19-Oct-20, Morning,CA, Men,12,30000
19-Oct-20, Morning,CA, Women,20,50000
19-Oct-20, Morning,CA, Seniors,18,45000
19-Oct-20, Afternoon,CA, Kids,8,20000
19-Oct-20, Afternoon,CA, Men,13,32500
19-Oct-20, Afternoon,CA, Women,9,22500
19-Oct-20, Afternoon,CA, Seniors,19,47500
19-Oct-20, Evening,CA, Kids,5,12500
19-Oct-20, Evening,CA, Men,18,45000
19-Oct-20, Evening,CA, Women,12,30000
19-Oct-20, Evening,CA, Seniors,18,45000
19-Oct-20, Morning,NY, Kids,28,70000
19-Oct-20, Morning,NY, Men,17,42500
19-Oct-20, Morning,NY, Women,28,70000
19-Oct-20, Morning,NY, Seniors,32,80000
19-Oct-20, Afternoon,NY, Kids,16,40000
19-Oct-20, Afternoon,NY, Men,24,60000
19-Oct-20, Afternoon,NY, Women,30,75000
19-Oct-20, Afternoon,NY, Seniors,36,90000
19-Oct-20, Evening,NY, Kids,36,90000
19-Oct-20, Evening,NY, Men,40,100000
19-Oct-20, Evening,NY, Women,21,52500
19-Oct-20, Evening,NY, Seniors,21,52500
19-Oct-20, Morning,TX, Kids,15,37500
19-Oct-20, Morning,TX, Men,7,17500
19-Oct-20, Morning,TX, Women,9,22500
19-Oct-20, Morning,TX, Seniors,7,17500
19-Oct-20, Afternoon,TX, Kids,10,25000
19-Oct-20, Afternoon,TX, Men,13,32500
19-Oct-20, Afternoon,TX, Women,3,7500
19-Oct-20, Afternoon,TX, Seniors,11,27500
19-Oct-20, Evening,TX, Kids,6,15000
19-Oct-20, Evening,TX, Men,7,17500
19-Oct-20, Evening,TX, Women,3,7500
19-Oct-20, Evening,TX, Seniors,8,20000
20-Oct-20, Morning, WA, Kids,5,12500
20-Oct-20, Morning, WA, Men,10,25000
20-Oct-20, Morning, WA, Women,5,12500
20-Oct-20, Morning, WA, Seniors,14,35000
20-Oct-20, Afternoon, WA, Kids,15,37500
20-Oct-20, Afternoon, WA, Men,7,17500
20-Oct-20, Afternoon, WA, Women,10,25000
20-Oct-20, Afternoon, WA, Seniors,11,27500
20-Oct-20, Evening, WA, Kids,7,17500
20-Oct-20, Evening, WA, Men,10,25000
20-Oct-20, Evening, WA, Women,12,30000
20-Oct-20, Evening, WA, Seniors,8,20000
20-Oct-20, Morning,AZ, Kids,10,25000
20-Oct-20, Morning,AZ, Men,14,35000
20-Oct-20, Morning,AZ, Women,9,22500
20-Oct-20, Morning,AZ, Seniors,3,7500
20-Oct-20, Afternoon,AZ, Kids,3,7500
20-Oct-20, Afternoon,AZ, Men,7,17500
20-Oct-20, Afternoon,AZ, Women,11,27500
20-Oct-20, Afternoon,AZ, Seniors,10,25000
20-Oct-20, Evening,AZ, Kids,8,20000
20-Oct-20, Evening,AZ, Men,7,17500
20-Oct-20, Evening,AZ, Women,11,27500
20-Oct-20, Evening,AZ, Seniors,10,25000
20-Oct-20, Morning,FL, Kids,21,52500
20-Oct-20, Morning,FL, Men,34,85000
20-Oct-20, Morning,FL, Women,26,65000
20-Oct-20, Morning,FL, Seniors,18,45000
20-Oct-20, Afternoon,FL, Kids,30,75000
20-Oct-20, Afternoon,FL, Men,12,30000
20-Oct-20, Afternoon,FL, Women,21,52500
20-Oct-20, Afternoon,FL, Seniors,18,45000
20-Oct-20, Evening,FL, Kids,13,32500
20-Oct-20, Evening,FL, Men,12,30000
20-Oct-20, Evening,FL, Women,11,27500
20-Oct-20, Evening,FL, Seniors,25,62500
20-Oct-20, Morning,KY, Kids,40,100000
20-Oct-20, Morning,KY, Men,26,65000
20-Oct-20, Morning,KY, Women,44,110000
20-Oct-20, Morning,KY, Seniors,29,72500
20-Oct-20, Afternoon,KY, Kids,42,105000
20-Oct-20, Afternoon,KY, Men,29,72500
20-Oct-20, Afternoon,KY, Women,29,72500
20-Oct-20, Afternoon,KY, Seniors,30,75000
20-Oct-20, Evening,KY, Kids,36,90000
20-Oct-20, Evening,KY, Men,28,70000
20-Oct-20, Evening,KY, Women,37,92500
20-Oct-20, Evening,KY, Seniors,34,85000
20-Oct-20, Morning,CA, Kids,6,15000
20-Oct-20, Morning,CA, Men,18,45000
20-Oct-20, Morning,CA, Women,5,12500
20-Oct-20, Morning,CA, Seniors,20,50000
20-Oct-20, Afternoon,CA, Kids,18,45000
20-Oct-20, Afternoon,CA, Men,6,15000
20-Oct-20, Afternoon,CA, Women,8,20000
20-Oct-20, Afternoon,CA, Seniors,14,35000
20-Oct-20, Evening,CA, Kids,8,20000
20-Oct-20, Evening,CA, Men,10,25000
20-Oct-20, Evening,CA, Women,15,37500
20-Oct-20, Evening,CA, Seniors,7,17500
20-Oct-20, Morning,NY, Kids,31,77500
20-Oct-20, Morning,NY, Men,20,50000
20-Oct-20, Morning,NY, Women,22,55000
20-Oct-20, Morning,NY, Seniors,40,100000
20-Oct-20, Afternoon,NY, Kids,15,37500
20-Oct-20, Afternoon,NY, Men,36,90000
20-Oct-20, Afternoon,NY, Women,38,95000
20-Oct-20, Afternoon,NY, Seniors,17,42500
20-Oct-20, Evening,NY, Kids,33,82500
20-Oct-20, Evening,NY, Men,40,100000
20-Oct-20, Evening,NY, Women,34,85000
20-Oct-20, Evening,NY, Seniors,18,45000
20-Oct-20, Morning,TX, Kids,14,35000
20-Oct-20, Morning,TX, Men,9,22500
20-Oct-20, Morning,TX, Women,12,30000
20-Oct-20, Morning,TX, Seniors,13,32500
20-Oct-20, Afternoon,TX, Kids,9,22500
20-Oct-20, Afternoon,TX, Men,7,17500
20-Oct-20, Afternoon,TX, Women,11,27500
20-Oct-20, Afternoon,TX, Seniors,9,22500
20-Oct-20, Evening,TX, Kids,10,25000
20-Oct-20, Evening,TX, Men,12,30000
20-Oct-20, Evening,TX, Women,8,20000
20-Oct-20, Evening,TX, Seniors,13,32500
21-Oct-20, Morning, WA, Kids,9,22500
21-Oct-20, Morning, WA, Men,15,37500
21-Oct-20, Morning, WA, Women,8,20000
21-Oct-20, Morning, WA, Seniors,9,22500
21-Oct-20, Afternoon, WA, Kids,5,12500
21-Oct-20, Afternoon, WA, Men,4,10000
21-Oct-20, Afternoon, WA, Women,13,32500
21-Oct-20, Afternoon, WA, Seniors,9,22500
21-Oct-20, Evening, WA, Kids,15,37500
21-Oct-20, Evening, WA, Men,7,17500
21-Oct-20, Evening, WA, Women,4,10000
21-Oct-20, Evening, WA, Seniors,13,32500
21-Oct-20, Morning,AZ, Kids,3,7500
21-Oct-20, Morning,AZ, Men,11,27500
21-Oct-20, Morning,AZ, Women,10,25000
21-Oct-20, Morning,AZ, Seniors,13,32500
21-Oct-20, Afternoon,AZ, Kids,15,37500
21-Oct-20, Afternoon,AZ, Men,13,32500
21-Oct-20, Afternoon,AZ, Women,9,22500
21-Oct-20, Afternoon,AZ, Seniors,3,7500
21-Oct-20, Evening,AZ, Kids,12,30000
21-Oct-20, Evening,AZ, Men,13,32500
21-Oct-20, Evening,AZ, Women,15,37500
21-Oct-20, Evening,AZ, Seniors,11,27500
21-Oct-20, Morning,FL, Kids,20,50000
21-Oct-20, Morning,FL, Men,33,82500
21-Oct-20, Morning,FL, Women,26,65000
21-Oct-20, Morning,FL, Seniors,26,65000
21-Oct-20, Afternoon,FL, Kids,34,85000
21-Oct-20, Afternoon,FL, Men,11,27500
21-Oct-20, Afternoon,FL, Women,19,47500
21-Oct-20, Afternoon,FL, Seniors,33,82500
21-Oct-20, Evening,FL, Kids,32,80000
21-Oct-20, Evening,FL, Men,19,47500
21-Oct-20, Evening,FL, Women,22,55000
21-Oct-20, Evening,FL, Seniors,22,55000
21-Oct-20, Morning,KY, Kids,31,77500
21-Oct-20, Morning,KY, Men,49,122500
21-Oct-20, Morning,KY, Women,34,85000
21-Oct-20, Morning,KY, Seniors,30,75000
21-Oct-20, Afternoon,KY, Kids,42,105000
21-Oct-20, Afternoon,KY, Men,46,115000
21-Oct-20, Afternoon,KY, Women,46,115000
21-Oct-20, Afternoon,KY, Seniors,28,70000
21-Oct-20, Evening,KY, Kids,25,62500
21-Oct-20, Evening,KY, Men,50,125000
21-Oct-20, Evening,KY, Women,45,112500
21-Oct-20, Evening,KY, Seniors,45,112500
21-Oct-20, Morning,CA, Kids,20,50000
21-Oct-20, Morning,CA, Men,6,15000
21-Oct-20, Morning,CA, Women,18,45000
21-Oct-20, Morning,CA, Seniors,9,22500
21-Oct-20, Afternoon,CA, Kids,14,35000
21-Oct-20, Afternoon,CA, Men,18,45000
21-Oct-20, Afternoon,CA, Women,8,20000
21-Oct-20, Afternoon,CA, Seniors,17,42500
21-Oct-20, Evening,CA, Kids,11,27500
21-Oct-20, Evening,CA, Men,11,27500
21-Oct-20, Evening,CA, Women,8,20000
21-Oct-20, Evening,CA, Seniors,16,40000
21-Oct-20, Morning,NY, Kids,33,82500
21-Oct-20, Morning,NY, Men,35,87500
21-Oct-20, Morning,NY, Women,16,40000
21-Oct-20, Morning,NY, Seniors,27,67500
21-Oct-20, Afternoon,NY, Kids,19,47500
21-Oct-20, Afternoon,NY, Men,25,62500
21-Oct-20, Afternoon,NY, Women,15,37500
21-Oct-20, Afternoon,NY, Seniors,37,92500
21-Oct-20, Evening,NY, Kids,15,37500
21-Oct-20, Evening,NY, Men,39,97500
21-Oct-20, Evening,NY, Women,25,62500
21-Oct-20, Evening,NY, Seniors,23,57500
21-Oct-20, Morning,TX, Kids,8,20000
21-Oct-20, Morning,TX, Men,7,17500
21-Oct-20, Morning,TX, Women,3,7500
21-Oct-20, Morning,TX, Seniors,3,7500
21-Oct-20, Afternoon,TX, Kids,6,15000
21-Oct-20, Afternoon,TX, Men,10,25000
21-Oct-20, Afternoon,TX, Women,9,22500
21-Oct-20, Afternoon,TX, Seniors,10,25000
21-Oct-20, Evening,TX, Kids,13,32500
21-Oct-20, Evening,TX, Men,4,10000
21-Oct-20, Evening,TX, Women,14,35000
21-Oct-20, Evening,TX, Seniors,5,12500
22-Oct-20, Morning, WA, Kids,12,30000
22-Oct-20, Morning, WA, Men,15,37500
22-Oct-20, Morning, WA, Women,10,25000
22-Oct-20, Morning, WA, Seniors,11,27500
22-Oct-20, Afternoon, WA, Kids,15,37500
22-Oct-20, Afternoon, WA, Men,8,20000
22-Oct-20, Afternoon, WA, Women,8,20000
22-Oct-20, Afternoon, WA, Seniors,13,32500
22-Oct-20, Evening, WA, Kids,5,12500
22-Oct-20, Evening, WA, Men,4,10000
22-Oct-20, Evening, WA, Women,9,22500
22-Oct-20, Evening, WA, Seniors,6,15000
22-Oct-20, Morning,AZ, Kids,8,20000
22-Oct-20, Morning,AZ, Men,10,25000
22-Oct-20, Morning,AZ, Women,6,15000
22-Oct-20, Morning,AZ, Seniors,11,27500
22-Oct-20, Afternoon,AZ, Kids,5,12500
22-Oct-20, Afternoon,AZ, Men,8,20000
22-Oct-20, Afternoon,AZ, Women,12,30000
22-Oct-20, Afternoon,AZ, Seniors,9,22500
22-Oct-20, Evening,AZ, Kids,4,10000
22-Oct-20, Evening,AZ, Men,13,32500
22-Oct-20, Evening,AZ, Women,12,30000
22-Oct-20, Evening,AZ, Seniors,12,30000
22-Oct-20, Morning,FL, Kids,27,67500
22-Oct-20, Morning,FL, Men,20,50000
22-Oct-20, Morning,FL, Women,26,65000
22-Oct-20, Morning,FL, Seniors,32,80000
22-Oct-20, Afternoon,FL, Kids,10,25000
22-Oct-20, Afternoon,FL, Men,24,60000
22-Oct-20, Afternoon,FL, Women,22,55000
22-Oct-20, Afternoon,FL, Seniors,29,72500
22-Oct-20, Evening,FL, Kids,28,70000
22-Oct-20, Evening,FL, Men,14,35000
22-Oct-20, Evening,FL, Women,12,30000
22-Oct-20, Evening,FL, Seniors,29,72500
22-Oct-20, Morning,KY, Kids,33,82500
22-Oct-20, Morning,KY, Men,30,75000
22-Oct-20, Morning,KY, Women,29,72500
22-Oct-20, Morning,KY, Seniors,41,102500
22-Oct-20, Afternoon,KY, Kids,25,62500
22-Oct-20, Afternoon,KY, Men,35,87500
22-Oct-20, Afternoon,KY, Women,34,85000
22-Oct-20, Afternoon,KY, Seniors,25,62500
22-Oct-20, Evening,KY, Kids,39,97500
22-Oct-20, Evening,KY, Men,50,125000
22-Oct-20, Evening,KY, Women,34,85000
22-Oct-20, Evening,KY, Seniors,48,120000
22-Oct-20, Morning,CA, Kids,7,17500
22-Oct-20, Morning,CA, Men,12,30000
22-Oct-20, Morning,CA, Women,8,20000
22-Oct-20, Morning,CA, Seniors,9,22500
22-Oct-20, Afternoon,CA, Kids,9,22500
22-Oct-20, Afternoon,CA, Men,8,20000
22-Oct-20, Afternoon,CA, Women,15,37500
22-Oct-20, Afternoon,CA, Seniors,7,17500
22-Oct-20, Evening,CA, Kids,17,42500
22-Oct-20, Evening,CA, Men,7,17500
22-Oct-20, Evening,CA, Women,16,40000
22-Oct-20, Evening,CA, Seniors,19,47500
22-Oct-20, Morning,NY, Kids,17,42500
22-Oct-20, Morning,NY, Men,40,100000
22-Oct-20, Morning,NY, Women,29,72500
22-Oct-20, Morning,NY, Seniors,26,65000
22-Oct-20, Afternoon,NY, Kids,35,87500
22-Oct-20, Afternoon,NY, Men,26,65000
22-Oct-20, Afternoon,NY, Women,38,95000
22-Oct-20, Afternoon,NY, Seniors,15,37500
22-Oct-20, Evening,NY, Kids,35,87500
22-Oct-20, Evening,NY, Men,21,52500
22-Oct-20, Evening,NY, Women,27,67500
22-Oct-20, Evening,NY, Seniors,39,97500
22-Oct-20, Morning,TX, Kids,13,32500
22-Oct-20, Morning,TX, Men,6,15000
22-Oct-20, Morning,TX, Women,3,7500
22-Oct-20, Morning,TX, Seniors,6,15000
22-Oct-20, Afternoon,TX, Kids,12,30000
22-Oct-20, Afternoon,TX, Men,13,32500
22-Oct-20, Afternoon,TX, Women,12,30000
22-Oct-20, Afternoon,TX, Seniors,8,20000
22-Oct-20, Evening,TX, Kids,9,22500
22-Oct-20, Evening,TX, Men,5,12500
22-Oct-20, Evening,TX, Women,9,22500
22-Oct-20, Evening,TX, Seniors,4,10000
23-Oct-20, Morning, WA, Kids,9,22500
23-Oct-20, Morning, WA, Men,11,27500
23-Oct-20, Morning, WA, Women,14,35000
23-Oct-20, Morning, WA, Seniors,13,32500
23-Oct-20, Afternoon, WA, Kids,3,7500
23-Oct-20, Afternoon, WA, Men,14,35000
23-Oct-20, Afternoon, WA, Women,6,15000
23-Oct-20, Afternoon, WA, Seniors,4,10000
23-Oct-20, Evening, WA, Kids,5,12500
23-Oct-20, Evening, WA, Men,8,20000
23-Oct-20, Evening, WA, Women,3,7500
23-Oct-20, Evening, WA, Seniors,5,12500
23-Oct-20, Morning,AZ, Kids,8,20000
23-Oct-20, Morning,AZ, Men,15,37500
23-Oct-20, Morning,AZ, Women,7,17500
23-Oct-20, Morning,AZ, Seniors,4,10000
23-Oct-20, Afternoon,AZ, Kids,5,12500
23-Oct-20, Afternoon,AZ, Men,12,30000
23-Oct-20, Afternoon,AZ, Women,9,22500
23-Oct-20, Afternoon,AZ, Seniors,5,12500
23-Oct-20, Evening,AZ, Kids,7,17500
23-Oct-20, Evening,AZ, Men,5,12500
23-Oct-20, Evening,AZ, Women,3,7500
23-Oct-20, Evening,AZ, Seniors,11,27500
23-Oct-20, Morning,FL, Kids,30,75000
23-Oct-20, Morning,FL, Men,34,85000
23-Oct-20, Morning,FL, Women,34,85000
23-Oct-20, Morning,FL, Seniors,27,67500
23-Oct-20, Afternoon,FL, Kids,27,67500
23-Oct-20, Afternoon,FL, Men,28,70000
23-Oct-20, Afternoon,FL, Women,21,52500
23-Oct-20, Afternoon,FL, Seniors,13,32500
23-Oct-20, Evening,FL, Kids,11,27500
23-Oct-20, Evening,FL, Men,29,72500
23-Oct-20, Evening,FL, Women,22,55000
23-Oct-20, Evening,FL, Seniors,25,62500
23-Oct-20, Morning,KY, Kids,27,67500
23-Oct-20, Morning,KY, Men,37,92500
23-Oct-20, Morning,KY, Women,38,95000
23-Oct-20, Morning,KY, Seniors,40,100000
23-Oct-20, Afternoon,KY, Kids,26,65000
23-Oct-20, Afternoon,KY, Men,43,107500
23-Oct-20, Afternoon,KY, Women,44,110000
23-Oct-20, Afternoon,KY, Seniors,46,115000
23-Oct-20, Evening,KY, Kids,27,67500
23-Oct-20, Evening,KY, Men,27,67500
23-Oct-20, Evening,KY, Women,42,105000
23-Oct-20, Evening,KY, Seniors,26,65000
23-Oct-20, Morning,CA, Kids,9,22500
23-Oct-20, Morning,CA, Men,8,20000
23-Oct-20, Morning,CA, Women,20,50000
23-Oct-20, Morning,CA, Seniors,7,17500
23-Oct-20, Afternoon,CA, Kids,17,42500
23-Oct-20, Afternoon,CA, Men,5,12500
23-Oct-20, Afternoon,CA, Women,15,37500
23-Oct-20, Afternoon,CA, Seniors,19,47500
23-Oct-20, Evening,CA, Kids,9,22500
23-Oct-20, Evening,CA, Men,7,17500
23-Oct-20, Evening,CA, Women,14,35000
23-Oct-20, Evening,CA, Seniors,9,22500
23-Oct-20, Morning,NY, Kids,17,42500
23-Oct-20, Morning,NY, Men,40,100000
23-Oct-20, Morning,NY, Women,39,97500
23-Oct-20, Morning,NY, Seniors,39,97500
23-Oct-20, Afternoon,NY, Kids,31,77500
23-Oct-20, Afternoon,NY, Men,21,52500
23-Oct-20, Afternoon,NY, Women,36,90000
23-Oct-20, Afternoon,NY, Seniors,18,45000
23-Oct-20, Evening,NY, Kids,22,55000
23-Oct-20, Evening,NY, Men,25,62500
23-Oct-20, Evening,NY, Women,15,37500
23-Oct-20, Evening,NY, Seniors,15,37500
23-Oct-20, Morning,TX, Kids,7,17500
23-Oct-20, Morning,TX, Men,4,10000
23-Oct-20, Morning,TX, Women,8,20000
23-Oct-20, Morning,TX, Seniors,15,37500
23-Oct-20, Afternoon,TX, Kids,6,15000
23-Oct-20, Afternoon,TX, Men,3,7500
23-Oct-20, Afternoon,TX, Women,9,22500
23-Oct-20, Afternoon,TX, Seniors,15,37500
23-Oct-20, Evening,TX, Kids,3,7500
23-Oct-20, Evening,TX, Men,15,37500
23-Oct-20, Evening,TX, Women,7,17500
23-Oct-20, Evening,TX, Seniors,6,15000
24-Oct-20, Morning, WA, Kids,12,30000
24-Oct-20, Morning, WA, Men,15,37500
24-Oct-20, Morning, WA, Women,4,10000
24-Oct-20, Morning, WA, Seniors,13,32500
24-Oct-20, Afternoon, WA, Kids,5,12500
24-Oct-20, Afternoon, WA, Men,7,17500
24-Oct-20, Afternoon, WA, Women,5,12500
24-Oct-20, Afternoon, WA, Seniors,13,32500
24-Oct-20, Evening, WA, Kids,11,27500
24-Oct-20, Evening, WA, Men,13,32500
24-Oct-20, Evening, WA, Women,6,15000
24-Oct-20, Evening, WA, Seniors,9,22500
24-Oct-20, Morning,AZ, Kids,5,12500
24-Oct-20, Morning,AZ, Men,12,30000
24-Oct-20, Morning,AZ, Women,6,15000
24-Oct-20, Morning,AZ, Seniors,15,37500
24-Oct-20, Afternoon,AZ, Kids,7,17500
24-Oct-20, Afternoon,AZ, Men,4,10000
24-Oct-20, Afternoon,AZ, Women,7,17500
24-Oct-20, Afternoon,AZ, Seniors,14,35000
24-Oct-20, Evening,AZ, Kids,6,15000
24-Oct-20, Evening,AZ, Men,14,35000
24-Oct-20, Evening,AZ, Women,13,32500
24-Oct-20, Evening,AZ, Seniors,5,12500
24-Oct-20, Morning,FL, Kids,25,62500
24-Oct-20, Morning,FL, Men,30,75000
24-Oct-20, Morning,FL, Women,33,82500
24-Oct-20, Morning,FL, Seniors,30,75000
24-Oct-20, Afternoon,FL, Kids,11,27500
24-Oct-20, Afternoon,FL, Men,10,25000
24-Oct-20, Afternoon,FL, Women,19,47500
24-Oct-20, Afternoon,FL, Seniors,23,57500
24-Oct-20, Evening,FL, Kids,24,60000
24-Oct-20, Evening,FL, Men,25,62500
24-Oct-20, Evening,FL, Women,19,47500
24-Oct-20, Evening,FL, Seniors,11,27500
24-Oct-20, Morning,KY, Kids,47,117500
24-Oct-20, Morning,KY, Men,27,67500
24-Oct-20, Morning,KY, Women,43,107500
24-Oct-20, Morning,KY, Seniors,45,112500
24-Oct-20, Afternoon,KY, Kids,36,90000
24-Oct-20, Afternoon,KY, Men,43,107500
24-Oct-20, Afternoon,KY, Women,31,77500
24-Oct-20, Afternoon,KY, Seniors,33,82500
24-Oct-20, Evening,KY, Kids,40,100000
24-Oct-20, Evening,KY, Men,45,112500
24-Oct-20, Evening,KY, Women,40,100000
24-Oct-20, Evening,KY, Seniors,38,95000
24-Oct-20, Morning,CA, Kids,10,25000
24-Oct-20, Morning,CA, Men,19,47500
24-Oct-20, Morning,CA, Women,18,45000
24-Oct-20, Morning,CA, Seniors,11,27500
24-Oct-20, Afternoon,CA, Kids,20,50000
24-Oct-20, Afternoon,CA, Men,15,37500
24-Oct-20, Afternoon,CA, Women,7,17500
24-Oct-20, Afternoon,CA, Seniors,7,17500
24-Oct-20, Evening,CA, Kids,5,12500
24-Oct-20, Evening,CA, Men,19,47500
24-Oct-20, Evening,CA, Women,20,50000
24-Oct-20, Evening,CA, Seniors,11,27500
24-Oct-20, Morning,NY, Kids,40,100000
24-Oct-20, Morning,NY, Men,32,80000
24-Oct-20, Morning,NY, Women,29,72500
24-Oct-20, Morning,NY, Seniors,17,42500
24-Oct-20, Afternoon,NY, Kids,15,37500
24-Oct-20, Afternoon,NY, Men,19,47500
24-Oct-20, Afternoon,NY, Women,40,100000
24-Oct-20, Afternoon,NY, Seniors,16,40000
24-Oct-20, Evening,NY, Kids,38,95000
24-Oct-20, Evening,NY, Men,33,82500
24-Oct-20, Evening,NY, Women,37,92500
24-Oct-20, Evening,NY, Seniors,28,70000
24-Oct-20, Morning,TX, Kids,14,35000
24-Oct-20, Morning,TX, Men,10,25000
24-Oct-20, Morning,TX, Women,12,30000
24-Oct-20, Morning,TX, Seniors,14,35000
24-Oct-20, Afternoon,TX, Kids,13,32500
24-Oct-20, Afternoon,TX, Men,15,37500
24-Oct-20, Afternoon,TX, Women,13,32500
24-Oct-20, Afternoon,TX, Seniors,11,27500
24-Oct-20, Evening,TX, Kids,10,25000
24-Oct-20, Evening,TX, Men,8,20000
24-Oct-20, Evening,TX, Women,3,7500
24-Oct-20, Evening,TX, Seniors,13,32500
25-Oct-20, Morning, WA, Kids,5,12500
25-Oct-20, Morning, WA, Men,8,20000
25-Oct-20, Morning, WA, Women,7,17500
25-Oct-20, Morning, WA, Seniors,7,17500
25-Oct-20, Afternoon, WA, Kids,5,12500
25-Oct-20, Afternoon, WA, Men,13,32500
25-Oct-20, Afternoon, WA, Women,13,32500
25-Oct-20, Afternoon, WA, Seniors,9,22500
25-Oct-20, Evening, WA, Kids,11,27500
25-Oct-20, Evening, WA, Men,10,25000
25-Oct-20, Evening, WA, Women,4,10000
25-Oct-20, Evening, WA, Seniors,11,27500
25-Oct-20, Morning,AZ, Kids,11,27500
25-Oct-20, Morning,AZ, Men,10,25000
25-Oct-20, Morning,AZ, Women,7,17500
25-Oct-20, Morning,AZ, Seniors,11,27500
25-Oct-20, Afternoon,AZ, Kids,11,27500
25-Oct-20, Afternoon,AZ, Men,9,22500
25-Oct-20, Afternoon,AZ, Women,13,32500
25-Oct-20, Afternoon,AZ, Seniors,5,12500
25-Oct-20, Evening,AZ, Kids,10,25000
25-Oct-20, Evening,AZ, Men,6,15000
25-Oct-20, Evening,AZ, Women,12,30000
25-Oct-20, Evening,AZ, Seniors,7,17500
25-Oct-20, Morning,FL, Kids,14,35000
25-Oct-20, Morning,FL, Men,19,47500
25-Oct-20, Morning,FL, Women,27,67500
25-Oct-20, Morning,FL, Seniors,12,30000
25-Oct-20, Afternoon,FL, Kids,32,80000
25-Oct-20, Afternoon,FL, Men,23,57500
25-Oct-20, Afternoon,FL, Women,28,70000
25-Oct-20, Afternoon,FL, Seniors,28,70000
25-Oct-20, Evening,FL, Kids,22,55000
25-Oct-20, Evening,FL, Men,19,47500
25-Oct-20, Evening,FL, Women,11,27500
25-Oct-20, Evening,FL, Seniors,30,75000
25-Oct-20, Morning,KY, Kids,29,72500
25-Oct-20, Morning,KY, Men,39,97500
25-Oct-20, Morning,KY, Women,29,72500
25-Oct-20, Morning,KY, Seniors,43,107500
25-Oct-20, Afternoon,KY, Kids,33,82500
25-Oct-20, Afternoon,KY, Men,31,77500
25-Oct-20, Afternoon,KY, Women,30,75000
25-Oct-20, Afternoon,KY, Seniors,35,87500
